,Rk,Player,Class,Season,Pos,School,Conf,G,MP,MP.1,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
52,5849,Brandon Goode,JR,2012-13,C,Norfolk State,MEAC,33,680,20.6,3.0,5.1,3.0,5.1,0.0,0.0,1.7,2.8,1.9,3.4,5.3,0.2,0.4,2.0,1.3,2.9,7.7,20.9,.601,.586,10.0,19.6,14.6,2.4,1.2,9.9,16.5,18.5,233,110.9,92.4,1.3,1.4,2.7,-1.9,3.3,1.4
53,5850,Jaire Grayer,SO,2016-17,G,George Mason,A-10,34,1006,29.6,4.2,9.9,2.4,5.4,1.7,4.5,1.3,1.6,1.6,3.7,5.4,0.6,0.7,1.0,1.5,2.4,11.4,15.8,.535,.509,6.5,13.4,10.1,4.0,1.4,3.4,12.3,20.6,356,107.4,102.3,1.5,1.4,2.9,1.1,0.3,1.4
54,5851,Dorian Green,SO,2010-11,G,Colorado State,MWC,32,936,29.3,2.2,6.0,1.2,2.5,1.0,3.5,1.7,2.2,0.2,2.8,3.0,2.8,0.7,0.1,1.8,2.3,7.1,9.8,.505,.453,0.9,11.1,6.2,17.8,1.4,0.2,20.5,15.5,244,99.6,104.5,0.7,0.9,1.7,0.7,0.7,1.4
55,5852,Chris Hass,SO,2013-14,G,Bucknell,Patriot,29,754,26.0,3.8,8.8,2.1,4.8,1.6,4.0,2.0,2.3,0.9,3.1,4.0,0.6,0.6,0.4,1.0,1.6,11.1,18.1,.560,.520,4.3,13.9,9.2,5.2,1.4,1.9,9.5,23.0,282,112.4,102.0,1.5,1.2,2.7,1.7,-0.3,1.4
56,5853,Jeremy Hence,SR,2010-11,F,Army,Patriot,30,969,32.3,5.8,11.3,4.4,7.5,1.3,3.8,2.8,4.1,2.1,3.2,5.3,1.9,0.8,0.4,2.4,1.9,15.7,20.7,.593,.571,7.1,11.7,9.4,14.1,1.5,1.3,15.5,24.6,435,111.7,106.9,2.5,0.8,3.2,3.0,-1.6,1.4
57,5854,Martin Hermannsson,SO,2015-16,G,Long Island University,NEC,31,1124,36.3,5.0,10.8,3.8,7.6,1.2,3.2,5.1,5.7,0.8,3.5,4.3,4.7,1.8,0.3,2.2,2.1,16.2,21.0,.596,.512,2.3,10.6,6.4,25.4,2.7,0.7,13.9,20.4,507,122.0,105.8,3.3,1.2,4.6,3.0,-1.6,1.4
58,5855,Christopher Hyder,SR,2015-16,G,Southern,SWAC,35,1255,35.9,3.3,6.8,3.1,5.6,0.3,1.2,2.6,3.4,0.3,3.3,3.6,5.0,2.4,0.1,1.7,2.4,9.5,17.0,.565,.506,1.1,9.8,5.5,24.9,3.9,0.2,16.9,14.1,386,116.9,98.6,2.3,2.2,4.5,0.4,1.0,1.4
59,5856,Jalen Jenkins,SO,2014-15,F,George Mason,A-10,31,692,22.3,3.0,6.4,2.9,6.3,0.0,0.1,2.0,3.5,1.7,2.7,4.4,1.2,0.6,0.8,2.0,3.4,8.0,14.8,.495,.467,9.0,14.4,11.7,12.7,1.6,4.5,19.7,23.2,250,95.7,105.1,0.4,0.7,1.1,-0.8,2.2,1.4
60,5857,Isaac Johnson,FR,2016-17,F,Appalachian State,Sun Belt,30,622,20.7,2.5,4.9,2.4,4.1,0.1,0.8,1.6,2.7,2.3,4.5,6.7,1.0,1.1,0.5,1.4,2.4,6.7,18.4,.542,.520,11.6,23.8,17.6,9.6,3.0,2.6,18.0,17.5,218,106.7,98.6,0.8,1.1,1.9,-1.1,2.5,1.4
61,5858,Keon Johnson,SR,2016-17,G,Winthrop,Big South,32,1124,35.1,6.9,15.9,3.7,8.0,3.2,7.9,5.3,6.2,0.4,3.5,4.0,2.6,0.7,0.0,2.3,1.9,22.3,22.8,.592,.533,1.4,10.7,6.3,15.9,1.1,0.0,10.9,29.8,655,117.8,102.2,4.0,1.6,5.5,4.5,-3.0,1.4
62,5859,Ray Jones,SR,2011-12,G,Southern Utah,Summit,31,1016,32.8,3.4,6.6,2.6,4.5,0.7,2.1,2.5,3.3,0.5,3.5,4.0,4.5,1.2,0.3,2.5,3.5,9.9,16.7,.606,.563,2.2,15.3,8.5,27.6,2.3,1.0,23.0,17.6,331,110.5,104.7,2.0,0.9,2.9,1.6,-0.2,1.4
63,5860,Carl Jones,JR,2011-12,G,Saint Joseph's,A-10,33,1204,36.5,5.3,12.8,3.5,7.4,1.9,5.4,4.5,5.6,0.3,3.0,3.3,3.3,1.2,0.0,2.8,1.7,17.0,18.2,.549,.489,1.1,9.4,5.5,18.4,2.0,0.1,15.2,26.6,534,106.8,106.2,2.6,0.9,3.6,3.1,-1.7,1.4
66,5861,Deon Jones,JR,2014-15,G,Monmouth,MAAC,33,931,28.2,4.2,9.1,3.7,7.5,0.5,1.6,3.9,4.8,1.5,3.3,4.8,1.2,0.9,0.5,1.6,2.2,12.8,21.1,.562,.488,6.6,13.8,10.3,11.1,1.9,2.1,12.5,25.1,400,112.7,100.3,2.4,1.4,3.8,1.6,-0.2,1.4
67,5862,Deon Jones,JR,2013-14,G,Monmouth,MAAC,32,973,30.4,4.7,10.5,3.8,8.0,0.8,2.5,4.9,6.3,2.2,4.8,6.9,1.3,1.2,0.7,2.8,2.4,15.1,20.3,.559,.487,7.5,18.1,12.6,9.9,2.3,2.8,16.9,26.0,455,107.2,101.8,1.7,1.5,3.3,0.7,0.7,1.4
68,5863,MoMo Jones,SO,2010-11,G,Arizona,Pac-10,38,988,26.0,3.4,8.2,2.8,6.1,0.7,2.1,2.2,2.6,0.3,1.3,1.6,2.4,0.6,0.0,1.9,1.7,9.7,12.9,.513,.458,1.3,6.1,3.8,18.9,1.5,0.1,16.7,22.5,366,103.1,105.6,1.4,0.9,2.3,1.0,0.4,1.4
69,5864,Nikola Jovanovic,JR,2015-16,F,Southern California,Pac-12,34,877,25.8,4.5,8.6,4.3,8.3,0.2,0.4,2.9,4.4,2.1,4.9,7.0,0.4,0.3,0.8,1.4,2.4,12.1,19.8,.565,.536,9.2,19.0,14.3,2.8,0.7,2.9,11.4,22.3,381,113.8,102.5,2.0,1.2,3.2,1.0,0.5,1.4
70,5865,Deniz Kilicli,SO,2010-11,F,West Virginia,Big East,33,540,16.4,2.7,5.6,2.7,5.6,0.0,0.0,1.2,2.0,1.6,2.3,4.0,0.9,0.2,0.4,1.8,2.6,6.6,14.2,.503,.486,11.3,16.0,13.7,12.6,0.7,2.6,21.1,26.1,209,94.0,101.5,0.3,0.7,1.0,-1.0,2.4,1.4
71,5866,Neal Kingman,SR,2010-11,F,Northern Colorado,Big Sky,32,809,25.3,3.4,7.8,2.2,4.3,1.3,3.5,2.2,2.8,1.1,3.2,4.3,1.5,0.5,0.4,1.9,2.6,10.3,16.5,.566,.524,5.1,14.9,10.0,13.4,1.2,2.0,17.3,22.2,312,109.1,100.7,1.6,1.1,2.7,1.0,0.4,1.4
72,5867,Trantell Knight,SR,2013-14,G,Middle Tennessee,CUSA,33,923,28.0,2.3,5.2,2.2,4.5,0.1,0.8,2.2,3.7,0.6,2.7,3.3,4.6,2.0,0.1,2.8,2.6,6.9,13.2,.491,.451,2.6,11.1,6.9,31.0,4.3,0.4,28.5,18.0,284,94.4,92.5,0.2,2.2,2.4,-1.7,3.2,1.4
73,5868,C.J. Leslie,FR,2010-11,F,North Carolina State,ACC,30,739,24.6,4.1,9.5,3.9,8.5,0.2,0.9,2.6,4.8,2.8,4.4,7.2,0.8,0.6,1.3,1.7,2.0,11.0,20.0,.470,.445,12.3,19.2,15.8,7.1,1.5,4.8,12.9,27.1,322,98.7,101.2,0.9,1.0,1.8,-0.1,1.5,1.4
74,5869,Shawn Lewis,SR,2010-11,G,Cal Poly,Big West,30,938,31.3,4.8,13.1,3.4,8.0,1.4,5.1,4.2,5.8,1.1,4.4,5.5,2.2,1.5,0.3,3.1,2.6,15.2,18.2,.480,.422,4.0,17.3,10.5,20.7,3.1,1.3,16.5,33.6,430,94.0,92.1,0.7,2.1,2.7,-0.2,1.6,1.4
75,5870,Otis Livingston II,SO,2016-17,G,George Mason,A-10,34,1178,34.6,4.7,11.3,3.4,7.4,1.3,3.9,3.6,4.0,0.2,3.0,3.1,3.0,1.1,0.0,2.0,1.5,14.3,16.2,.543,.473,0.6,9.1,5.0,17.3,1.9,0.0,13.3,21.9,469,110.8,105.3,2.3,1.3,3.6,2.2,-0.8,1.4
76,5871,Makai Mason,SO,2015-16,G,Yale,Ivy,30,981,32.7,5.4,12.5,3.5,7.4,1.8,5.1,3.5,4.3,0.5,2.3,2.8,3.8,0.8,0.1,3.0,1.8,16.0,17.3,.551,.501,1.8,7.9,4.9,23.7,1.5,0.2,17.2,26.8,463,109.9,100.4,2.2,1.6,3.8,2.1,-0.7,1.4
77,5872,Jordan Mathews,FR,2013-14,G,University of California,Pac-12,35,671,19.2,2.7,6.9,1.5,3.7,1.2,3.1,1.8,2.4,0.6,1.5,2.1,0.7,0.3,0.1,0.5,1.4,8.5,15.7,.529,.483,3.9,8.6,6.3,7.3,1.1,0.3,6.0,23.2,263,112.9,109.4,1.4,0.6,1.9,3.0,-1.7,1.4
78,5873,Angel Matias,JR,2014-15,F,Georgia Southern,Sun Belt,27,702,26.0,3.3,6.7,3.2,6.2,0.1,0.5,1.4,2.0,2.4,3.2,5.6,1.9,0.9,0.4,1.7,2.3,8.2,17.6,.532,.505,10.1,13.9,12.0,15.5,2.0,1.9,17.8,18.6,238,108.2,92.9,1.2,1.5,2.7,-0.9,2.3,1.4
79,5874,Grant Maxey,SR,2010-11,F,Jackson State,SWAC,31,666,21.5,4.4,9.7,4.0,8.6,0.3,1.1,4.2,5.4,2.2,3.2,5.4,1.2,1.2,0.5,2.1,2.6,13.2,27.1,.538,.464,11.6,18.9,15.0,15.7,3.4,3.3,14.4,34.0,383,107.8,89.5,1.9,1.6,3.6,1.4,0.0,1.4
80,5875,Skylar Mays,FR,2016-17,G,Louisiana State,SEC,31,711,22.9,2.7,6.5,2.0,4.5,0.7,2.1,2.2,2.7,0.5,1.7,2.2,3.6,1.3,0.1,2.2,1.8,8.3,15.4,.530,.466,2.4,8.3,5.3,27.9,3.1,0.3,22.1,20.7,290,103.1,114.3,0.9,0.2,1.1,2.3,-1.0,1.4
81,5876,Charles McKinney,SO,2012-13,G,DePaul,Big East,30,599,20.0,2.1,4.2,1.9,3.6,0.2,0.6,1.0,1.5,0.9,1.6,2.5,1.5,1.1,0.2,1.5,2.2,5.3,12.1,.541,.520,4.7,10.5,7.3,13.3,3.2,0.9,23.5,15.4,164,97.1,106.1,0.4,0.4,0.8,0.4,1.0,1.4
82,5877,Matt Morgan,FR,2015-16,G,Cornell,Ivy,27,829,30.7,5.9,14.2,3.3,6.3,2.6,7.9,4.5,5.6,0.4,2.7,3.1,2.0,1.4,0.4,1.9,1.7,18.9,22.6,.561,.507,1.4,9.7,5.5,14.9,2.5,1.2,10.3,30.0,468,110.3,109.3,2.1,0.6,2.8,4.5,-3.1,1.4
83,5878,Xavier Munford,SR,2013-14,G,Rhode Island,A-10,32,1139,35.6,5.8,14.3,3.8,8.4,1.9,5.9,3.5,4.9,0.6,3.4,4.0,2.4,1.1,0.4,2.8,2.0,16.9,15.6,.508,.469,2.1,10.6,6.5,16.1,1.9,1.1,14.2,27.7,499,100.6,103.1,1.2,1.6,2.8,1.6,-0.1,1.4
84,5879,Nate Navigato,SO,2016-17,F,Toledo,MAC,34,946,27.8,2.9,7.2,0.9,2.2,2.0,5.0,1.7,2.1,0.6,2.4,2.9,1.5,0.5,0.4,0.9,1.4,9.5,14.2,.581,.543,2.6,9.5,6.2,9.3,1.0,1.4,10.0,16.7,298,118.4,108.3,1.9,0.8,2.7,2.2,-0.9,1.4
85,5880,Will Neighbour,SO,2011-12,F,Arkansas-Little Rock,Sun Belt,29,760,26.2,3.4,8.3,1.9,4.8,1.5,3.6,2.3,2.8,1.5,3.8,5.3,0.6,0.9,0.9,2.0,2.6,10.5,17.6,.544,.494,6.7,19.0,12.4,5.5,2.2,4.2,17.1,23.8,282,100.1,95.2,0.9,1.4,2.3,0.0,1.4,1.4
88,5881,Joe O'Shea,JR,2013-14,G,Bryant,NEC,32,1030,32.2,3.1,6.8,2.0,3.6,1.1,3.1,1.8,2.4,1.3,3.0,4.3,1.6,1.1,0.5,1.1,3.1,9.1,14.0,.576,.544,5.0,10.1,7.7,8.9,2.1,1.7,12.2,14.4,292,117.9,107.0,1.8,1.1,2.9,1.3,0.1,1.4
89,5882,George Odufuwa,SR,2010-11,F,North Texas,Sun Belt,32,1017,31.8,4.2,7.6,4.2,7.6,0.0,0.0,2.8,4.2,2.5,7.9,10.4,1.6,0.7,0.6,2.3,3.1,11.2,19.0,.580,.549,10.1,27.4,19.4,9.9,1.3,1.8,19.2,19.1,373,110.3,98.7,2.0,1.6,3.6,0.2,1.2,1.4
90,5883,Dominik Olejniczak,FR,2015-16,C,Drake,MVC,30,491,16.4,2.8,3.8,2.8,3.8,0.0,0.0,1.0,1.5,1.2,2.9,4.1,0.3,0.2,0.7,1.2,2.0,6.5,21.1,.721,.722,9.3,20.7,15.3,4.9,0.7,4.4,20.9,18.9,174,118.1,105.3,1.1,0.6,1.7,1.1,0.2,1.4
91,5884,Ashton Pankey,JR,2014-15,F,Manhattan,MAAC,33,908,27.5,4.4,8.3,4.4,8.3,0.0,0.0,4.6,6.6,2.3,4.3,6.7,0.9,0.7,1.4,2.3,3.6,13.4,21.6,.585,.529,10.2,19.6,14.8,8.4,1.5,5.7,16.8,25.5,415,109.8,96.3,2.1,1.7,3.8,-0.9,2.3,1.4
92,5885,Juwan Parker,JR,2016-17,G,Georgia,SEC,32,857,26.8,3.3,8.7,3.1,7.1,0.3,1.6,2.4,2.8,1.1,4.3,5.3,1.8,0.6,0.1,1.7,2.2,9.3,12.1,.464,.397,4.9,16.8,11.2,13.4,1.3,0.2,14.4,22.0,302,95.7,102.2,0.4,1.2,1.6,-0.8,2.2,1.4
93,5886,Caleb Patterson,SR,2011-12,C,Missouri State,MVC,27,626,23.2,4.6,9.5,3.7,7.2,0.8,2.3,2.3,2.8,0.8,1.9,2.7,0.5,0.4,0.4,1.1,1.4,12.2,21.3,.562,.521,4.3,10.0,7.1,5.6,1.0,1.9,9.3,28.5,277,109.4,102.3,1.6,0.7,2.3,2.5,-1.1,1.4
94,5887,Steffphon Pettigrew,SR,2010-11,F,Western Kentucky,Sun Belt,32,1085,33.9,5.7,11.6,4.8,8.4,0.9,3.2,2.3,4.0,2.6,3.5,6.1,1.3,0.8,0.6,2.0,2.8,14.6,18.3,.540,.530,8.3,11.2,9.7,8.4,1.3,1.8,12.9,22.2,436,109.5,104.3,2.3,1.1,3.4,2.0,-0.6,1.4
95,5888,Quinton Pippen,SR,2013-14,G,Chicago State,WAC,31,964,31.1,4.9,12.5,2.0,4.7,2.9,7.8,2.4,2.9,0.7,3.1,3.8,2.5,1.8,0.2,2.3,3.2,15.2,18.5,.545,.510,2.4,12.3,7.0,18.4,3.4,0.9,14.0,26.3,443,105.5,106.9,1.5,1.0,2.6,3.3,-1.9,1.4
96,5889,Marshawn Powell,SO,2010-11,F,Arkansas,SEC,28,628,22.4,4.2,9.0,3.9,8.0,0.3,1.0,2.2,3.4,1.6,2.9,4.5,1.0,0.8,0.5,1.5,2.6,10.8,20.1,.512,.480,8.5,14.3,11.5,11.2,2.0,2.2,12.2,27.4,289,104.2,98.2,1.2,1.0,2.2,0.8,0.5,1.4
97,5890,Xavian Rimmer,JR,2013-14,G,Louisiana-Lafayette,Sun Belt,35,947,27.1,2.5,5.9,0.9,2.1,1.6,3.8,2.1,2.5,0.5,1.9,2.3,1.7,0.7,0.0,1.1,2.4,8.8,13.2,.623,.573,1.9,8.0,4.9,10.6,1.5,0.1,13.9,14.3,291,126.2,109.2,2.1,0.8,2.9,2.9,-1.5,1.4
98,5891,John Roberson,SR,2010-11,G,Texas Tech,Big 12,30,1059,35.3,4.2,11.0,1.6,4.6,2.6,6.4,3.0,3.6,0.2,1.8,2.0,4.4,1.1,0.2,3.3,2.9,14.1,14.1,.555,.505,0.7,5.8,3.2,24.2,1.8,0.4,20.7,22.2,423,104.0,111.4,1.6,0.4,2.0,3.4,-2.1,1.4
99,5892,Kassius Robertson,FR,2014-15,G,Canisius,MAAC,33,631,19.1,2.2,4.7,1.4,2.4,0.9,2.3,1.4,1.7,0.8,1.4,2.2,1.1,0.5,0.0,0.8,1.3,6.8,17.0,.612,.567,4.8,8.5,6.6,12.9,1.5,0.2,12.1,17.2,204,123.1,103.1,1.7,0.8,2.4,2.8,-1.4,1.4
100,5893,Travis Robinson,JR,2012-13,F,Boston University,AEC,30,694,23.1,2.3,5.6,0.7,1.5,1.6,4.1,0.5,0.8,0.3,2.0,2.3,0.8,1.2,0.3,0.9,2.0,6.7,12.9,.556,.551,1.4,11.3,6.2,7.0,3.1,1.3,13.5,16.3,175,103.0,98.9,0.7,1.0,1.7,0.8,0.6,1.4
101,5894,Luke Roh,SR,2014-15,G,Colgate,Patriot,33,1085,32.9,3.9,6.5,3.9,6.5,0.0,0.0,2.1,3.1,1.6,4.5,6.2,2.6,0.8,0.2,1.9,2.4,9.9,18.5,.622,.600,6.9,17.5,12.5,16.4,1.6,0.9,19.1,17.9,355,117.1,104.7,2.6,1.1,3.8,1.1,0.3,1.4
102,5895,Tommy Rutherford,FR,2016-17,F,UC-Irvine,Big West,36,641,17.8,2.4,4.1,2.4,4.1,0.0,0.0,1.3,2.0,2.0,3.3,5.3,0.4,0.2,0.9,1.2,2.4,6.2,19.3,.614,.599,13.1,19.2,16.3,4.7,0.7,5.4,18.9,17.8,222,114.1,94.8,1.3,1.4,2.6,-1.1,2.5,1.4
103,5896,Gerson Santo,SR,2013-14,F,Colorado State,MWC,31,729,23.5,2.1,3.5,2.1,3.5,0.0,0.0,1.5,2.3,2.0,2.2,4.1,0.4,0.5,0.5,0.7,2.5,5.6,13.7,.608,.587,9.2,10.8,10.0,3.5,1.3,2.7,13.3,11.6,178,124.4,108.7,1.3,0.7,2.0,0.6,0.7,1.4
104,5897,Tyler Scanlon,FR,2016-17,F,Boston University,Patriot,32,808,25.3,2.9,6.8,1.0,2.1,1.9,4.7,0.4,0.7,0.6,2.8,3.3,1.1,1.0,0.2,0.8,1.3,8.1,14.1,.568,.564,2.5,12.4,7.5,8.4,2.3,0.8,10.2,15.8,231,112.1,102.0,1.2,1.2,2.3,1.3,0.1,1.4
105,5898,Sean Sellers,SO,2015-16,F,Ball State,MAC,33,605,18.3,2.1,4.8,0.9,1.8,1.2,3.0,1.1,1.5,0.8,2.2,3.0,1.1,0.4,0.2,0.8,1.3,6.4,16.2,.585,.557,5.2,13.4,9.5,12.6,1.3,1.3,13.0,18.3,204,115.5,101.7,1.2,0.9,2.1,1.8,-0.4,1.4
106,5899,Keith Shamburger,JR,2013-14,G,Hawaii,Big West,31,1001,32.3,2.4,6.9,1.1,2.7,1.3,4.2,3.2,3.8,0.5,2.5,3.0,5.4,1.1,0.1,2.0,1.9,9.3,14.5,.532,.442,1.8,9.5,5.6,27.0,1.9,0.2,18.6,16.3,345,116.5,108.7,2.0,0.9,2.9,2.3,-0.9,1.4
107,5900,Jeff Short,JR,2014-15,G,Norfolk State,MEAC,34,1153,33.9,6.2,12.5,4.2,7.4,2.0,5.1,4.6,5.6,0.7,3.5,4.2,1.9,0.9,0.4,2.8,1.9,19.1,23.4,.628,.579,2.7,11.6,7.5,13.2,1.7,1.5,15.7,28.0,568,117.4,102.6,3.9,1.4,5.4,4.4,-3.0,1.4
0,5901,Deven Simms,JR,2016-17,G,Arkansas State,Sun Belt,30,799,26.6,4.9,10.5,4.5,9.2,0.4,1.3,3.2,4.5,1.2,3.8,5.0,1.9,1.1,0.4,2.2,1.6,13.4,20.3,.529,.484,5.2,16.3,10.8,15.3,2.4,1.6,15.0,28.1,386,104.2,98.5,1.3,1.4,2.8,-0.3,1.7,1.4
1,5902,D'Marcus Simonds,FR,2016-17,G,Georgia State,Sun Belt,29,787,27.1,5.0,9.3,4.4,7.8,0.6,1.6,2.8,3.9,1.1,2.9,4.0,2.0,1.2,0.3,2.7,2.0,13.4,20.3,.597,.565,4.9,12.0,8.6,15.2,2.6,1.3,19.1,25.4,372,108.5,101.0,1.6,1.2,2.8,1.1,0.3,1.4
2,5903,Nikolas Skouen,JR,2012-13,G,Pepperdine,WCC,30,676,22.5,2.7,5.7,0.7,1.5,1.9,4.2,0.7,0.9,0.5,1.4,1.9,0.6,0.4,0.0,0.9,1.1,8.0,15.6,.656,.641,2.6,8.0,5.3,5.8,1.2,0.0,12.5,16.8,197,122.1,111.1,1.7,0.2,1.9,3.9,-2.5,1.4
3,5904,Deville Smith,SR,2014-15,G,Tennessee-Martin,OVC,34,1220,35.9,5.0,12.1,3.2,6.5,1.8,5.6,2.0,3.0,0.5,4.0,4.5,4.5,1.7,0.6,3.0,2.0,13.8,17.9,.511,.489,1.9,13.5,7.8,26.0,3.1,1.9,18.2,25.2,494,101.8,100.4,1.8,1.8,3.5,0.9,0.5,1.4
4,5905,Matt Smith,SO,2012-13,F,Toledo,MAC,28,735,26.3,3.2,6.3,1.9,3.4,1.3,2.9,2.1,2.5,1.1,2.5,3.6,0.6,0.4,0.9,1.3,2.5,9.8,17.5,.656,.614,5.0,12.4,8.6,4.7,1.0,3.8,14.3,17.5,240,120.7,106.8,1.9,0.5,2.4,2.2,-0.8,1.4
5,5906,Adam Sollazzo,JR,2010-11,G,East Tennessee State,A-Sun,36,1014,28.2,2.9,5.8,2.9,5.5,0.0,0.2,3.3,4.9,0.5,2.7,3.2,4.0,1.3,0.3,2.5,1.9,9.2,17.8,.569,.510,2.0,10.7,6.6,28.7,2.8,1.2,23.6,19.4,371,107.2,98.0,1.8,1.6,3.5,0.2,1.1,1.4
6,5907,Akeem Springs,JR,2015-16,G,Milwaukee,Horizon,32,1022,31.9,4.8,9.8,3.6,6.3,1.2,3.5,2.4,3.3,1.1,4.3,5.3,1.7,0.8,0.1,1.4,2.0,13.2,17.1,.580,.553,3.9,15.5,9.7,10.5,1.5,0.2,11.2,20.6,382,113.9,105.5,2.1,1.1,3.3,1.7,-0.3,1.4
7,5908,Tim Steed,JR,2010-11,G,Fresno State,WAC,26,642,24.7,4.0,7.9,3.4,6.5,0.6,1.3,2.1,3.7,1.9,2.5,4.4,1.9,0.7,0.5,2.2,1.5,10.7,19.1,.554,.546,8.4,11.9,10.1,17.6,1.8,2.4,18.5,24.0,267,103.2,102.7,1.0,0.8,1.8,1.3,0.1,1.4
8,5909,Jordan Swing,SO,2011-12,F,Alabama-Birmingham,CUSA,28,874,31.2,3.5,8.9,1.8,4.5,1.7,4.4,2.5,3.0,0.8,3.0,3.9,1.8,0.5,0.2,2.2,2.1,11.2,14.1,.542,.486,3.3,12.3,7.7,14.1,1.1,0.7,17.7,22.1,293,104.2,102.8,1.4,1.0,2.3,1.4,-0.1,1.4
9,5910,Ryan Sypkens,JR,2012-13,G,UC-Davis,Big West,29,896,30.9,4.9,10.7,1.2,2.8,3.7,7.9,0.7,0.9,0.6,2.7,3.3,1.6,0.4,0.2,1.5,2.1,14.1,18.1,.630,.624,2.6,10.3,6.6,11.2,0.8,0.6,11.7,21.8,346,116.4,112.9,2.4,0.1,2.5,5.1,-3.7,1.4
10,5911,Connar Tava,SR,2016-17,F,Boston College,ACC,32,809,25.3,2.0,4.3,1.8,3.3,0.2,1.0,1.7,2.5,1.4,4.0,5.4,2.1,0.7,0.3,2.2,2.7,5.9,10.5,.543,.500,6.4,18.6,12.4,14.3,1.5,1.3,28.7,14.8,223,96.1,108.6,0.3,0.7,1.0,-1.3,2.7,1.4
11,5912,Raymond Taylor,SO,2010-11,G,Florida Atlantic,Sun Belt,31,988,31.9,3.9,10.6,1.9,4.7,2.0,6.0,1.8,2.6,0.6,2.9,3.5,3.9,1.5,0.0,2.2,2.4,11.6,15.9,.488,.459,2.3,10.8,6.5,25.2,2.9,0.1,15.8,23.3,372,101.4,103.8,1.3,1.1,2.4,1.9,-0.5,1.4
12,5913,Christian Thomas,SR,2014-15,G,Loyola (IL),MVC,36,998,27.7,4.4,7.9,4.0,6.9,0.4,0.9,1.9,3.0,1.6,2.9,4.5,0.9,0.5,0.3,1.6,2.4,11.2,19.0,.602,.590,8.3,13.3,11.0,8.4,1.1,1.1,14.3,23.0,367,112.4,103.2,2.4,1.2,3.6,2.0,-0.5,1.4
13,5914,Zach Thomas,SO,2015-16,G,Bucknell,Patriot,29,606,20.9,3.5,7.6,2.4,4.6,1.1,3.0,2.2,3.2,1.1,4.6,5.7,1.4,0.7,0.4,1.6,2.3,10.3,20.4,.571,.539,6.3,24.3,15.6,14.2,1.8,2.3,15.2,25.1,282,109.4,98.4,1.2,1.1,2.3,0.8,0.6,1.4
14,5915,Jarvis Threatt,SO,2012-13,G,Delaware,CAA,30,1008,33.6,3.8,10.5,3.3,8.7,0.5,1.8,5.0,6.4,1.1,4.6,5.7,3.2,1.8,0.2,2.5,2.0,13.0,18.4,.483,.382,3.7,15.4,9.6,20.6,3.2,0.6,15.6,24.4,407,101.5,100.5,1.5,1.3,2.8,0.7,0.7,1.4
15,5916,Kendall Timmons,SR,2012-13,G,Tulane,CUSA,35,1041,29.7,2.5,6.3,2.2,5.4,0.3,0.9,3.4,5.0,1.4,3.1,4.5,2.2,1.3,0.3,1.9,2.0,8.6,14.8,.501,.418,5.3,15.1,9.6,15.2,2.7,1.0,17.7,18.0,321,103.9,101.9,1.4,1.2,2.6,0.0,1.4,1.4
16,5917,Frank Toohey,JR,2016-17,C,Air Force,MWC,33,819,24.8,3.5,6.8,2.9,5.2,0.6,1.6,3.0,3.7,1.9,2.6,4.5,1.6,0.4,0.3,1.8,3.4,10.7,18.2,.623,.567,8.7,12.7,10.6,13.5,1.0,1.6,17.0,21.3,350,117.1,110.9,2.1,0.5,2.6,2.5,-1.1,1.4
17,5918,Anthony Townes,SO,2016-17,F,Pacific,WCC,30,690,23.0,4.4,8.3,4.4,8.3,0.0,0.0,1.5,2.4,2.7,4.5,7.1,0.5,0.7,0.8,1.3,3.0,10.3,22.0,.547,.532,12.1,23.2,17.2,5.4,1.7,4.4,12.4,23.4,290,108.0,101.0,1.3,1.1,2.3,-0.2,1.6,1.4
18,5919,Thomas van der Mars,SR,2014-15,C,Portland,WCC,33,866,26.2,4.2,7.9,4.2,7.9,0.0,0.0,2.0,3.3,2.7,5.3,8.0,0.5,0.5,1.5,1.4,2.6,10.4,21.6,.549,.531,12.6,24.3,18.5,4.7,1.2,6.0,13.1,21.8,322,110.6,100.6,1.8,1.2,3.1,-0.2,1.6,1.4
19,5920,David Walker,SO,2013-14,G,Northeastern,CAA,32,1166,36.4,4.1,10.1,2.6,5.5,1.5,4.6,1.7,2.3,0.7,2.5,3.1,2.6,1.6,0.4,1.9,1.0,11.5,13.9,.512,.483,2.1,8.2,5.1,15.9,2.6,1.2,14.8,18.9,355,103.0,106.7,1.1,1.3,2.4,0.9,0.5,1.4
22,5921,Angelo Warner,FR,2011-12,G,Morehead State,OVC,33,679,20.6,1.6,4.5,0.9,2.3,0.7,2.2,2.0,2.7,1.4,3.1,4.5,1.3,1.1,0.2,1.5,1.9,6.0,16.5,.520,.443,8.9,22.8,15.3,13.7,3.4,1.1,20.1,19.4,212,104.9,95.7,1.0,1.2,2.2,0.3,1.1,1.4
